month,position,artist,song,score,us,uk,de,fr,ca,au
"Apr 2016","18","Shawn Mendes","Stitches","1038.296","17","12","-","111","19","30"
"Apr 2016","19","Alan Walker","Faded","1031.754","91","7","1","1","38","2"
"Apr 2016","20","Adele","Hello","1021.540","12","38","-","33","12","37"
"Apr 2016","21","Desiigner","Panda","984.136","2","27","-","31","10","47"
"Apr 2016","22","Zara Larsson & MNEK","Never Forget You","965.686","15","30","-","-","22","50"
"Apr 2016","23","The Chainsmokers & Daya","Don't Let Me Down","828.626","17","77","8","153","19","3"
"Apr 2016","24","The Weeknd","The Hills","765.407","24","49","-","91","27","-"
"Apr 2016","25","Drake & Future","Jumpman","760.441","23","58","-","90","-","-"
"Apr 2016","26","Bryson Tiller","Don't","741.190","19","77","-","-","-","-"
"Apr 2016","27","Adele","When We Were Young","736.189","28","23","-","84","18","47"
"Apr 2016","28","Kevin Gates","2 Phones","732.393","17","-","-","-","-","-"
"Apr 2016","29","Drake","Hotline Bling","710.037","27","79","-","64","23","-"
"Apr 2016","30","DJ Snake & Bipolar Sunshine","Middle","698.933","20","-","-","-","24","-"
"Apr 2016","31","James Bay","Let It Go","689.269","30","55","-","-","44","-"
"Apr 2016","32","Justin Bieber","What Do You Mean?","679.669","34","26","-","71","15","41"
"Apr 2016","33","Drake, WizKid & Kyla","One Dance","674.212","13","1","2","1","2","15"
"Apr 2016","34","Jeremih","oui","670.670","19","-","-","-","-","-"
"Apr 2016","35","Yo Gotti & Nicki Minaj","Down In The DM","637.883","18","-","-","-","-","-"
"Apr 2016","36","Future & The Weeknd","Low Life","626.744","21","-","-","188","28","-"
"Apr 2016","37","Bryson Tiller","Exchange","609.652","26","-","-","-","-","-"
"Apr 2016","38","Troye Sivan","Youth","607.758","23","100","-","-","47","46"
"Apr 2016","39","Robin Schulz & Francesco Yates","Sugar","584.107","44","44","-","76","-","-"
"Apr 2016","40","Cole Swindell","You Should Be Here","577.337","31","-","-","-","-","-"
"Apr 2016","41","Drake","Summer Sixteen","577.178","29","93","-","-","41","-"
"Apr 2016","42","Chris Brown","Back To Sleep","566.684","25","-","-","-","-","-"
"Apr 2016","43","Alessia Cara","Wild Things","551.773","56","84","-","-","14","25"
"Apr 2016","44","Disturbed","The Sound Of Silence","540.670","42","44","-","-","40","4"
"Apr 2016","45","Thomas Rhett","Die A Happy Man","514.922","36","-","-","-","-","-"
"Apr 2016","46","Jonas Blue","Fast Car","513.767","-","-","5","14","-","21"
"Apr 2016","47","Brett Eldredge","Drunk On Your Love","512.422","35","-","-","-","-","-"
"Apr 2016","48","Tim McGraw","Humble And Kind","507.123","30","-","-","-","37","-"
"Apr 2016","49","Fetty Wap & Remy Boyz","679","501.178","39","70","-","-","37","-"
"Apr 2016","50","Coldplay","Adventure Of A Lifetime","499.883","53","28","-","29","20","-"
"May 2016","1","Drake, WizKid & Kyla","One Dance","2442.995","1","1","1","4","1","1"
"May 2016","2","Mike Posner","I Took A Pill In Ibiza","1985.254","4","3","5","8","2","6"
"May 2016","3","Desiigner","Panda","1850.986","1","7","-","16","4","10"
"May 2016","4","Lukas Graham","Seven Years","1794.852","2","10","-","10","1","4"
"May 2016","5","Fifth Harmony & Ty Dolla Sign","Work From Home","1707.662","5","5","7","17","5","6"
"May 2016","6","Rihanna & Drake","Work","1573.537","1","13","-","32","4","26"
"May 2016","7","Sia","Cheap Thrills","1564.787","38","2","1","1","9","11"
"May 2016","8","Twenty One Pilots","Stressed Out","1441.075","11","16","5","6","6","14"
"May 2016","9","DNCE","Cake By The Ocean","1408.982","9","4","7","26","10","20"
"May 2016","10","The Chainsmokers & Daya","Don't Let Me Down","1402.531","7","44","7","45","7","3"
"May 2016","11","Justin Bieber","Love Yourself","1343.309","8","25","-","13","6","28"
"May 2016","12","Meghan Trainor","No","1301.919","4","11","-","85","10","12"
"May 2016","13","Zayn","Pillow talk","1275.305","5","24","-","107","8","21"
"May 2016","14","G-Eazy & Bebe Rexha","Me, Myself & I","1142.092","10","23","-","28","13","41"
"May 2016","15","Ariana Grande","Dangerous Woman","1100.732","14","17","-","40","15","22"
"May 2016","16","Rihanna & Calvin Harris","This Is What You Came For","1063.909","9","2","5","5","6","2"
"May 2016","17","Alan Walker","Faded","1043.399","91","8","3","7","36","5"
"May 2016","18","Justin Bieber","Sorry","1021.330","16","30","-","44","15","38"
"May 2016","19","Flo-Rida","My House","963.874","12","-","-","99","9","17"
"May 2016","20","Rihanna","Needed Me","919.472","10","48","-","154","27","48"
"May 2016","21","Zara Larsson & MNEK","Never Forget You","914.613","14","53","-","-","19","-"
"May 2016","22","The Chainsmokers & Rozes","Roses","858.894","28","21","-","69","18","24"
"May 2016","23","Charlie Puth","One Call Away","856.880","23","64","-","38","23","18"
"May 2016","24","Drake & The Throne","Pop Style","845.670","19","34","-","-","19","-"
"May 2016","25","Nick Jonas & Tove Lo","Close","836.286","26","25","-","-","22","37"
"May 2016","26","Shawn Mendes","Stitches","816.342","26","22","-","182","29","42"
"May 2016","27","Justin Timberlake","Can't Stop The Feeling","799.651","1","2","1","1","2","3"
"May 2016","28","Beyonce","Hold Up","753.832","13","11","-","14","37","25"
"May 2016","29","Future & The Weeknd","Low Life","734.908","18","-","-","-","25","-"
"May 2016","30","Kevin Gates","2 Phones","684.200","18","-","-","-","-","-"
"May 2016","31","Disturbed","The Sound Of Silence","681.611","42","29","-","-","41","8"
"May 2016","32","Jeremih","oui","680.627","20","-","-","-","-","-"
"May 2016","33","James Bay","Let It Go","680.042","28","88","-","162","40","-"
"May 2016","34","DJ Snake & Bipolar Sunshine","Middle","679.501","22","-","-","-","20","-"
"May 2016","35","Major Lazer, Nyla & Fuse ODG","Light It Up","670.533","75","19","-","52","32","-"
"May 2016","36","Prince & The Revolution","Purple Rain","656.555","4","6","-","1","24","3"
"May 2016","37","Alessia Cara","Wild Things","655.488","51","63","-","-","14","27"
"May 2016","38","Pink","Just Like Fire","646.033","30","36","-","56","29","1"
"May 2016","39","Beyonce","Formation","643.305","10","31","-","24","32","17"
"May 2016","40","Beyonce","Sorry","601.515","11","33","-","62","40","-"
"May 2016","41","Bryson Tiller","Exchange","580.509","31","-","-","-","-","-"
"May 2016","42","Rihanna","Kiss It Better","549.325","62","46","-","92","-","48"
"May 2016","43","Dierks Bentley","Somewhere On A Beach","538.341","35","-","-","-","-","-"
"May 2016","44","Bryson Tiller","Don't","537.370","30","-","-","-","-","-"
"May 2016","45","Ruth B","Lost Boy","533.220","33","-","-","-","32","-"
"May 2016","46","Tim McGraw","Humble And Kind","521.342","36","-","-","-","45","-"
"May 2016","47","Kanye West, Rihanna & Swizz Beatz","Famous","514.315","49","46","-","-","37","-"
"May 2016","48","Jason Derulo","If It Ain't Love","508.062","67","49","-","-","49","34"
"May 2016","49","Flume & Kai","Never Be Like You","498.878","59","-","-","45","-","16"
"May 2016","50","Chris Young & Cassadee Pope","Think Of You","498.334","40","-","-","-","-","-"
"Jun 2016","1","Drake, WizKid & Kyla","One Dance","2539.499","1","1","3","6","1","1"
"Jun 2016","2","Justin Timberlake","Can't Stop The Feeling","2329.125","1","2","1","1","1","3"
"Jun 2016","3","Rihanna & Calvin Harris","This Is What You Came For","1754.119","7","3","5","10","7","1"
"Jun 2016","4","The Chainsmokers & Daya","Don't Let Me Down","1732.696","4","24","6","29","6","4"
"Jun 2016","5","Desiigner","Panda","1732.650","2","8","-","17","5","8"
"Jun 2016","6","Mike Posner","I Took A Pill In Ibiza","1614.482","5","7","9","11","3","12"
"Jun 2016","7","Sia","Cheap Thrills","1578.475","13","4","4","2","4","19"
"Jun 2016","8","Fifth Harmony & Ty Dolla Sign","Work From Home","1537.672","4","10","-","20","4","13"
"Jun 2016","9","Lukas Graham","Seven Years","1474.606","4","17","-","16","4","17"
"Jun 2016","10","DNCE","Cake By The Ocean","1355.117","14","9","6","32","11","6"
"Jun 2016","11","Rihanna & Drake","Work","1175.704","8","22","-","46","13","42"
"Jun 2016","12","Pink","Just Like Fire","1127.346","10","19","-","37","11","3"
"Jun 2016","13","Twenty One Pilots","Stressed Out","1126.590","13","27","-","14","11","25"
"Jun 2016","14","Justin Bieber","Love Yourself","1123.285","11","30","-","19","13","37"
"Jun 2016","15","Ariana Grande","Dangerous Woman","1104.589","8","19","-","40","10","21"
"Jun 2016","16","Rihanna","Needed Me","1079.577","8","45","-","-","28","48"
"Jun 2016","17","Rihanna & Drake","Too Good","1011.809","30","5","-","49","10","5"
"Jun 2016","18","Zayn","Pillow talk","998.344","9","45","-","185","10","46"
"Jun 2016","19","Zara Larsson & MNEK","Never Forget You","954.208","13","58","-","-","15","-"
"Jun 2016","20","Drake","Controlla","926.929","21","18","-","75","27","-"
"Jun 2016","21","G-Eazy & Bebe Rexha","Me, Myself & I","904.240","18","39","-","54","16","-"
"Jun 2016","22","Kungs & Cookin' On 3 Burners","This Girl","893.096","-","2","1","5","-","18"
"Jun 2016","23","Justin Bieber","Sorry","875.792","24","31","-","55","18","49"
"Jun 2016","24","Nick Jonas & Tove Lo","Close","869.357","15","25","-","-","18","-"
"Jun 2016","25","Alan Walker","Faded","861.109","80","16","6","13","32","14"
"Jun 2016","26","Kent Jones","Don't Mind","817.217","11","39","-","68","45","-"
"Jun 2016","27","Flo-Rida","My House","814.496","12","-","-","137","15","27"
"Jun 2016","28","Meghan Trainor","No","800.938","19","41","-","155","10","19"
"Jun 2016","29","James Bay","Let It Go","745.983","27","84","-","82","46","-"
"Jun 2016","30","Twenty One Pilots","Ride","736.169","15","64","-","-","30","20"
"Jun 2016","31","Drake & The Throne","Pop Style","734.591","23","47","-","-","25","-"
"Jun 2016","32","Florida Georgia Line","H.O.L.Y.","728.333","17","-","-","-","30","-"
"Jun 2016","33","Future & The Weeknd","Low Life","703.625","20","-","-","-","31","-"
"Jun 2016","34","Adele","Send My Love (To Your New Lover)","690.591","26","15","-","45","26","24"
"Jun 2016","35","Ruth B","Lost Boy","647.910","25","-","-","-","16","-"
"Jun 2016","36","Gnash & Olivia O'Brien","I Hate U I Love U","642.094","59","7","-","-","-","-"
"Jun 2016","37","Meghan Trainor","Me Too","621.823","31","96","-","98","20","4"
"Jun 2016","38","Ariana Grande","Into You","615.909","47","26","-","64","26","11"
"Jun 2016","39","Alessia Cara","Wild Things","609.202","50","78","-","-","18","35"
"Jun 2016","40","Major Lazer, Nyla & Fuse ODG","Light It Up","603.637","73","24","-","86","35","-"
"Jun 2016","41","Jeremih","oui","603.412","22","-","-","-","-","-"
"Jun 2016","42","Flume & Kai","Never Be Like You","592.838","46","-","-","27","47","20"
"Jun 2016","43","Kevin Gates","2 Phones","586.402","25","-","-","-","-","-"
"Jun 2016","44","DJ Snake & Bipolar Sunshine","Middle","551.631","29","-","-","-","22","-"
"Jun 2016","45","Disturbed","The Sound Of Silence","551.613","49","35","-","-","-","29"
"Jun 2016","46","O.T. Genasis & Young Dolph","Cut It","539.397","36","-","-","-","-","-"
"Jun 2016","47","Bryson Tiller","Exchange","538.377","32","-","-","-","-","-"
"Jun 2016","48","Beyonce","Sorry","537.966","31","-","-","170","-","-"
"Jun 2016","49","David Guetta & Zara Larsson","This One's For You","531.739","-","16","1","1","-","-"
"Jun 2016","50","Blake Shelton","Came Here To Forget","506.812","36","-","-","-","-","-"
"Jul 2016","1","Drake, WizKid & Kyla","One Dance","2571.962","1","1","5","9","2","1"
"Jul 2016","2","Justin Timberlake","Can't Stop The Feeling","2347.321","2","3","4","1","1","3"
"Jul 2016","3","The Chainsmokers & Daya","Don't Let Me Down","2031.908","3","2","6","19","5","6"
"Jul 2016","4","Sia","Cheap Thrills","1832.066","3","8","9","5","1","28"
"Jul 2016","5","Rihanna & Calvin Harris","This Is What You Came For","1763.818","4","4","-","6","1","2"
"Jul 2016","6","Desiigner","Panda","1564.842","2","13","-","21","8","7"
"Jul 2016","7","Fifth Harmony & Ty Dolla Sign","Work From Home","1353.951","5","18","-","43","5","16"
"Jul 2016","8","Mike Posner","I Took A Pill In Ibiza","1342.860","8","12","-","18","3","17"
"Jul 2016","9","Kent Jones","Don't Mind","1298.240","8","9","-","41","17","24"
"Jul 2016","10","Adele","Send My Love (To Your New Lover)","1202.762","10","5","-","66","12","13"
"Jul 2016","11","Twenty One Pilots","Ride","1199.203","6","49","-","42","14","18"
"Jul 2016","12","Pink","Just Like Fire","1191.205","10","28","-","38","11","6"
"Jul 2016","13","Rihanna","Needed Me","1188.862","7","38","-","-","29","48"
"Jul 2016","14","Lukas Graham","Seven Years","1182.217","6","32","-","28","9","24"
"Jul 2016","15","Rihanna & Drake","Too Good","1156.475","19","3","-","57","9","3"
"Jul 2016","16","DNCE","Cake By The Ocean","1035.695","22","14","-","37","12","10"
"Jul 2016","17","Drake","Controlla","1018.442","16","21","-","80","31","49"
"Jul 2016","18","Twenty One Pilots","Stressed Out","1016.178","21","46","-","24","14","33"
"Jul 2016","19","Rihanna & Drake","Work","1002.144","12","35","-","61","19","-"
"Jul 2016","20","Kungs & Cookin' On 3 Burners","This Girl","986.975","-","2","1","5","43","17"
"Jul 2016","21","Justin Bieber","Love Yourself","970.038","19","42","-","36","17","40"
"Jul 2016","22","Meghan Trainor","Me Too","952.829","15","84","-","148","11","4"
"Jul 2016","23","Ariana Grande","Dangerous Woman","909.706","14","51","-","171","13","-"
"Jul 2016","24","Shawn Mendes","Treat You Better","883.391","20","6","9","-","8","4"
"Jul 2016","25","Nick Jonas & Tove Lo","Close","873.177","14","48","-","-","12","-"
"Jul 2016","26","James Bay","Let It Go","868.897","16","81","-","55","38","-"
"Jul 2016","27","Ariana Grande","Into You","860.888","33","14","-","108","20","11"
"Jul 2016","28","Florida Georgia Line","H.O.L.Y.","828.892","14","-","-","-","24","-"
"Jul 2016","29","Justin Bieber","Sorry","808.824","33","40","-","78","21","-"
"Jul 2016","30","DJ Khaled & Drake","For Free","802.613","17","61","-","116","47","-"
"Jul 2016","31","Twenty One Pilots","Heathens","801.734","14","33","-","63","23","36"
"Jul 2016","32","Zara Larsson & MNEK","Never Forget You","771.406","16","69","-","-","15","-"
"Jul 2016","33","Selena Gomez","Kill Em With Kindness","761.966","39","35","-","147","14","33"
"Jul 2016","34","Zayn","Pillow talk","741.677","20","65","-","-","22","-"
"Jul 2016","35","David Guetta & Zara Larsson","This One's For You","734.033","-","19","3","1","-","-"
"Jul 2016","36","Coldplay","Hymn For The Weekend","730.854","54","19","-","25","-","-"
"Jul 2016","37","G-Eazy & Bebe Rexha","Me, Myself & I","727.383","30","57","-","131","28","-"
"Jul 2016","38","Charlie Puth & Selena Gomez","We Don't Talk Anymore","723.008","35","28","-","44","44","10"
"Jul 2016","39","Ruth B","Lost Boy","712.889","24","-","-","-","14","-"
"Jul 2016","40","Flume & Kai","Never Be Like You","709.712","26","-","-","59","42","32"
"Jul 2016","41","Gnash & Olivia O'Brien","I Hate U I Love U","679.396","50","7","-","-","-","-"
"Jul 2016","42","Flo-Rida","My House","666.851","23","-","-","-","23","-"
"Jul 2016","43","Future & The Weeknd","Low Life","645.023","26","-","-","-","41","-"
"Jul 2016","44","OneRepublic","Wherever I Go","642.597","55","37","-","78","39","32"
"Jul 2016","45","Beyonce","Sorry","633.798","26","-","-","150","-","-"
"Jul 2016","46","Imany","Don't Be So Shy (Filatov & Karas Remix)","617.972","-","-","1","3","-","9"
"Jul 2016","47","Fat Joe, Remy Ma & Jay-Z","All The Way Up","602.203","29","-","-","-","47","-"
"Jul 2016","48","Major Lazer, Nyla & Fuse ODG","Light It Up","575.063","76","36","-","97","37","-"
"Jul 2016","49","Kiiara","Gold","566.879","45","52","-","-","-","46"
"Jul 2016","50","Future","Wicked","524.792","41","-","-","-","-","-"
"Aug 2016","1","Sia","Cheap Thrills","2045.696","1","13","-","5","1","28"
"Aug 2016","2","Drake, WizKid & Kyla","One Dance","2008.751","1","5","7","12","4","4"
"Aug 2016","3","Justin Timberlake","Can't Stop The Feeling","1934.070","2","11","6","1","3","6"
"Aug 2016","4","Major Lazer, Justin Bieber & MO","Cold Water","1876.193","2","1","2","2","1","1"
"Aug 2016","5","Rihanna & Calvin Harris","This Is What You Came For","1809.356","3","7","-","7","1","3"
"Aug 2016","6","The Chainsmokers & Daya","Don't Let Me Down","1725.020","5","4","8","22","4","11"
"Aug 2016","7","Shawn Mendes","Treat You Better","1514.048","14","6","4","117","7","4"
"Aug 2016","8","Twenty One Pilots","Ride","1349.096","6","47","-","15","13","21"
"Aug 2016","9","Adele","Send My Love (To Your New Lover)","1265.165","9","16","-","62","10","13"
"Aug 2016","10","Kent Jones","Don't Mind","1263.561","8","9","-","35","14","19"
"Aug 2016","11","Twenty One Pilots","Heathens","1247.902","4","5","-","31","9","4"
"Aug 2016","12","Desiigner","Panda","1218.646","8","31","-","28","9","23"
"Aug 2016","13","Rihanna","Needed Me","1182.071","7","44","-","186","25","48"
"Aug 2016","14","Rihanna & Drake","Too Good","1179.872","17","8","-","48","10","7"
"Aug 2016","15","Charlie Puth & Selena Gomez","We Don't Talk Anymore","1130.132","19","14","-","17","17","13"
"Aug 2016","16","Mike Posner","I Took A Pill In Ibiza","1106.936","13","29","-","24","6","27"
"Aug 2016","17","Kungs & Cookin' On 3 Burners","This Girl","1104.205","65","7","3","3","19","25"
"Aug 2016","18","Fifth Harmony & Ty Dolla Sign","Work From Home","1095.763","12","24","-","71","7","34"
"Aug 2016","19","Pink","Just Like Fire","1055.873","11","52","-","64","13","25"
"Aug 2016","20","Ariana Grande","Into You","1030.148","13","14","-","121","18","11"
"Aug 2016","21","Drake","Controlla","1008.529","16","25","-","83","31","49"
"Aug 2016","22","DJ Khaled & Drake","For Free","923.620","13","70","-","132","47","-"
"Aug 2016","23","Meghan Trainor","Me Too","914.268","13","-","-","139","9","15"
"Aug 2016","24","Fifth Harmony & Fetty Wap","All In My Head","898.730","24","25","-","-","23","19"
"Aug 2016","25","Lukas Graham","Seven Years","880.911","22","49","-","51","15","43"
"Aug 2016","26","DNCE","Cake By The Ocean","879.195","37","22","-","54","27","24"
"Aug 2016","27","Twenty One Pilots","Stressed Out","861.988","25","62","-","34","21","-"
"Aug 2016","28","Coldplay","Hymn For The Weekend","859.180","40","21","-","29","-","-"
"Aug 2016","29","Rihanna & Drake","Work","855.715","21","55","-","82","26","-"
"Aug 2016","30","Lil' Wayne, Wiz Khalifa & Imagine Dragons","Sucker For Pain","800.383","15","13","8","18","23","12"
"Aug 2016","31","Justin Bieber","Love Yourself","798.851","30","60","-","50","28","-"
"Aug 2016","32","Gnash & Olivia O'Brien","I Hate U I Love U","792.462","27","18","-","-","41","-"
"Aug 2016","33","Katy Perry","Rise","787.328","11","67","-","34","13","1"
"Aug 2016","34","Flume & Kai","Never Be Like You","781.425","24","-","-","87","34","34"
"Aug 2016","35","Florida Georgia Line","H.O.L.Y.","774.818","14","-","-","-","24","-"
"Aug 2016","36","Justin Bieber","Sorry","728.433","41","53","-","94","23","-"
"Aug 2016","37","DJ Snake & Justin Bieber","Let Me Love You","711.383","12","2","4","1","6","2"
"Aug 2016","38","Selena Gomez","Kill Em With Kindness","706.285","50","36","-","150","16","36"
"Aug 2016","39","Kiiara","Gold","701.640","32","53","-","-","-","-"
"Aug 2016","40","James Bay","Let It Go","689.551","18","94","-","64","37","-"
"Aug 2016","41","Imany","Don't Be So Shy (Filatov & Karas Remix)","678.015","-","-","1","1","-","9"
"Aug 2016","42","The Chainsmokers & Halsey","Closer","670.046","6","3","-","122","4","1"
"Aug 2016","43","Enrique Iglesias & Wisin","Duele el corazon","628.641","82","-","-","3","-","-"
"Aug 2016","44","DJ Khaled, Jay-Z & Future","I Got The Keys","621.514","30","-","-","125","-","-"
"Aug 2016","45","DRAM & Lil Yachty","Broccoli","613.757","26","-","-","-","-","-"
"Aug 2016","46","Future & The Weeknd","Low Life","592.135","32","-","-","-","48","-"
"Aug 2016","47","Galantis","No Money","578.243","88","19","-","68","-","30"
"Aug 2016","48","Ariana Grande","Dangerous Woman","576.158","24","69","-","-","34","-"
"Aug 2016","49","Beyonce","Sorry","572.292","28","-","-","151","-","-"
"Aug 2016","50","Nick Jonas & Tove Lo","Close","561.388","31","81","-","-","19","-"
"Sep 2016","1","The Chainsmokers & Halsey","Closer","2427.362","1","1","2","52","1","1"
"Sep 2016","2","Major Lazer, Justin Bieber & MO","Cold Water","2201.433","2","1","2","23","1","3"
"Sep 2016","3","DJ Snake & Justin Bieber","Let Me Love You","1890.510","12","2","1","3","6","2"
"Sep 2016","4","Twenty One Pilots","Heathens","1821.637","2","5","9","26","4","3"
"Sep 2016","5","Sia","Cheap Thrills","1682.809","1","15","-","8","2","30"
"Sep 2016","6","Rihanna & Calvin Harris","This Is What You Came For","1514.876","3","12","-","10","3","10"
"Sep 2016","7","The Chainsmokers & Daya","Don't Let Me Down","1506.989","5","6","-","27","5","19"
"Sep 2016","8","Drake, WizKid & Kyla","One Dance","1433.143","5","8","-","20","7","11"
"Sep 2016","9","Shawn Mendes","Treat You Better","1368.591","8","8","6","117","7","7"
"Sep 2016","10","Twenty One Pilots","Ride","1353.132","5","48","-","12","16","35"
"Sep 2016","11","Charlie Puth & Selena Gomez","We Don't Talk Anymore","1315.283","10","14","-","8","11","15"
"Sep 2016","12","Justin Timberlake","Can't Stop The Feeling","1311.466","9","18","-","2","8","13"
"Sep 2016","13","Lil' Wayne, Wiz Khalifa & Imagine Dragons","Sucker For Pain","1257.980","15","11","8","29","19","7"
"Sep 2016","14","Adele","Send My Love (To Your New Lover)","1188.774","8","30","-","53","12","15"
"Sep 2016","15","Rihanna & Drake","Too Good","1144.772","14","10","-","53","13","16"
"Sep 2016","16","Kungs & Cookin' On 3 Burners","This Girl","1129.267","30","11","5","5","10","25"
"Sep 2016","17","Ariana Grande","Into You","1078.194","13","21","-","91","13","21"
"Sep 2016","18","Rihanna","Needed Me","1058.274","9","48","-","-","27","44"
"Sep 2016","19","Desiigner","Panda","943.066","16","44","-","49","24","31"
"Sep 2016","20","Coldplay","Hymn For The Weekend","873.970","26","31","-","35","-","-"
"Sep 2016","21","Drake","Controlla","866.742","22","32","-","92","44","-"
"Sep 2016","22","Mike Posner","I Took A Pill In Ibiza","840.663","30","35","-","30","15","36"
"Sep 2016","23","Tory Lanez","LUV","838.087","19","47","-","119","29","-"
"Sep 2016","24","Kent Jones","Don't Mind","838.001","24","16","-","38","20","27"
"Sep 2016","25","Fifth Harmony & Ty Dolla Sign","Work From Home","832.401","23","42","-","99","14","44"
"Sep 2016","26","Gnash & Olivia O'Brien","I Hate U I Love U","824.025","22","27","-","-","33","-"
"Sep 2016","27","Kiiara","Gold","807.950","20","73","-","-","28","-"
"Sep 2016","28","Fifth Harmony & Fetty Wap","All In My Head","785.139","27","26","-","-","21","42"
"Sep 2016","29","Flume & Kai","Never Be Like You","768.798","20","-","-","116","23","39"
"Sep 2016","30","Twenty One Pilots","Stressed Out","767.025","34","57","-","36","28","-"
"Sep 2016","31","Martin Garrix & Bebe Rexha","In The Name Of Love","760.961","56","10","-","43","24","8"
"Sep 2016","32","Pink","Just Like Fire","750.023","21","80","-","105","21","40"
"Sep 2016","33","DRAM & Lil Yachty","Broccoli","745.169","14","-","-","-","38","-"
"Sep 2016","34","DJ Khaled & Drake","For Free","744.910","15","95","-","174","-","-"
"Sep 2016","35","Rihanna & Drake","Work","702.536","34","59","-","124","36","-"
"Sep 2016","36","Lukas Graham","Seven Years","676.528","40","63","-","70","25","-"
"Sep 2016","37","Hailee Steinfeld & Grey","Starving","652.455","39","40","-","-","40","9"
"Sep 2016","38","Meghan Trainor","Me Too","645.719","20","-","-","-","11","28"
"Sep 2016","39","DNCE","Cake By The Ocean","638.798","45","34","-","67","34","24"
"Sep 2016","40","Britney Spears & G-Eazy","Make Me...","630.035","17","75","-","78","22","43"
"Sep 2016","41","Ariana Grande & Nicki Minaj","Side To Side","608.502","18","6","-","66","12","5"
"Sep 2016","42","Florida Georgia Line","H.O.L.Y.","608.208","27","-","-","-","31","-"
"Sep 2016","43","Imany","Don't Be So Shy (Filatov & Karas Remix)","604.765","-","-","1","1","-","25"
"Sep 2016","44","Daya","Sit Still, Look Pretty","588.918","28","-","-","-","-","-"
"Sep 2016","45","Katy Perry","Rise","577.438","29","94","-","72","26","24"
"Sep 2016","46","Usher & Young Thug","No Limit","563.565","33","-","-","-","-","-"
"Sep 2016","47","Kehlani","Gangsta","560.135","41","67","-","112","37","-"
"Sep 2016","48","Desiigner","Tiimmy Turner","550.201","34","-","-","-","-","-"
"Sep 2016","49","Skrillex & Rick Ross","Purple Lamborghini","542.101","33","72","-","109","28","43"
"Sep 2016","50","Selena Gomez","Kill Em With Kindness","535.087","63","43","-","109","29","45"
"Oct 2016","1","The Chainsmokers & Halsey","Closer","2537.257","1","1","2","31","1","1"
"Oct 2016","2","DJ Snake & Justin Bieber","Let Me Love You","2102.619","4","3","2","3","4","6"
"Oct 2016","3","Twenty One Pilots","Heathens","2058.608","2","9","9","12","3","4"
"Oct 2016","4","Major Lazer, Justin Bieber & MO","Cold Water","1831.144","3","4","6","32","2","7"
"Oct 2016","5","The Weeknd & Daft Punk","Starboy","1624.364","2","2","7","1","2","2"
"Oct 2016","6","Sia & Kendrick Lamar","The Greatest","1577.329","24","5","3","5","6","2"
"Oct 2016","7","Sia","Cheap Thrills","1456.346","4","30","-","20","3","36"
"Oct 2016","8","Shawn Mendes","Treat You Better","1440.202","6","13","-","39","7","16"
"Oct 2016","9","The Chainsmokers & Daya","Don't Let Me Down","1386.017","5","11","-","56","8","26"
"Oct 2016","10","Rihanna & Calvin Harris","This Is What You Came For","1304.814","7","20","-","26","5","19"
"Oct 2016","11","Charlie Puth & Selena Gomez","We Don't Talk Anymore","1279.543","9","27","-","11","12","23"
"Oct 2016","12","Calvin Harris","My Way","1270.242","24","4","5","14","15","9"
"Oct 2016","13","Ariana Grande & Nicki Minaj","Side To Side","1244.973","10","4","-","88","10","3"
"Oct 2016","14","Drake, WizKid & Kyla","One Dance","1208.311","14","14","-","43","13","21"
"Oct 2016","15","Twenty One Pilots","Ride","1188.744","9","52","-","12","19","39"
"Oct 2016","16","Justin Timberlake","Can't Stop The Feeling","1166.379","17","26","-","13","17","18"
"Oct 2016","17","DRAM & Lil Yachty","Broccoli","1084.524","6","93","-","-","27","-"
"Oct 2016","18","Rihanna & Drake","Too Good","1054.898","15","17","-","124","15","27"
"Oct 2016","19","Adele","Send My Love (To Your New Lover)","1054.356","10","59","-","60","16","22"
"Oct 2016","20","Lil' Wayne, Wiz Khalifa & Imagine Dragons","Sucker For Pain","1040.339","22","15","-","59","21","9"
"Oct 2016","21","Kungs & Cookin' On 3 Burners","This Girl","1007.250","26","21","-","9","8","38"
"Oct 2016","22","Rihanna","Needed Me","995.764","11","52","-","-","29","44"
"Oct 2016","23","Martin Garrix & Bebe Rexha","In The Name Of Love","990.552","39","9","-","26","19","13"
"Oct 2016","24","Hailee Steinfeld & Grey","Starving","987.148","20","5","-","-","18","5"
"Oct 2016","25","Gnash & Olivia O'Brien","I Hate U I Love U","963.335","10","39","-","-","23","-"
"Oct 2016","26","Ariana Grande","Into You","923.605","17","31","-","-","14","30"
"Oct 2016","27","Coldplay","Hymn For The Weekend","886.398","25","52","-","50","-","-"
"Oct 2016","28","Tory Lanez","LUV","884.084","21","47","-","179","28","-"
"Oct 2016","29","Kiiara","Gold","831.589","13","98","-","-","20","-"
"Oct 2016","30","Desiigner","Panda","828.653","25","61","-","79","32","47"
"Oct 2016","31","Drake","Controlla","782.714","30","36","-","193","45","46"
"Oct 2016","32","Fifth Harmony & Ty Dolla Sign","Work From Home","687.593","35","60","-","-","23","-"
"Oct 2016","33","Lady GaGa","Perfect Illusion","685.044","15","44","-","95","17","14"
"Oct 2016","34","Kanye West, Post Malone & Ty Dolla Sign","Fade","639.319","47","50","-","40","37","-"
