month,position,artist,song,score,us,uk,de,fr,ca,au
"Oct 2012","12","Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","1044.969","12","5","-","35","16","8"
"Oct 2012","13","Adele","Skyfall","993.063","8","2","1","2","3","5"
"Oct 2012","14","Gotye & Kimbra","Somebody That I Used To Know","932.084","16","50","-","29","22","-"
"Oct 2012","15","Chris Brown","Don't Wake Me Up","919.208","14","58","-","19","25","-"
"Oct 2012","16","Maroon 5 & Wiz Khalifa","Payphone","918.590","15","25","-","37","12","34"
"Oct 2012","17","Ellie Goulding","Lights","902.796","7","-","-","29","8","-"
"Oct 2012","18","Nicki Minaj","Pound The Alarm","901.912","15","41","-","39","8","47"
"Oct 2012","19","Kanye West, Jay-Z & Big Sean","Clique","877.074","12","25","-","61","17","39"
"Oct 2012","20","Katy Perry","Wide Awake","824.861","13","73","-","83","10","33"
"Oct 2012","21","David Guetta & Sia","Titanium","799.306","19","39","-","50","13","-"
"Oct 2012","22","One Direction","Live While We're Young","786.575","3","3","-","20","2","2"
"Oct 2012","23","Neon Trees","Everybody Talks","767.707","10","-","-","-","35","-"
"Oct 2012","24","Flo-Rida","I Cry","755.210","51","3","-","9","27","4"
"Oct 2012","25","David Guetta & Sia","She Wolf (Falling To Pieces)","748.667","-","8","4","4","-","16"
"Oct 2012","26","Mumford & Sons","I'll Wait","728.084","30","12","-","-","19","37"
"Oct 2012","27","fun.","We Are Young","716.871","34","35","-","7","29","-"
"Oct 2012","28","Swedish House Mafia & John Martin","Don't You Worry Child","689.419","68","1","-","44","10","11"
"Oct 2012","29","Jason Mraz","I Won't Give Up","675.291","25","11","-","-","-","-"
"Oct 2012","30","Asaf Avidan","One Day/Reckoning Song","659.216","-","48","1","3","-","-"
"Oct 2012","31","Muse","Madness","645.887","60","25","-","14","47","-"
"Oct 2012","32","Rihanna","Where Have You Been?","638.500","24","88","-","75","24","-"
"Oct 2012","33","Alicia Keys & Nicki Minaj","Girl On Fire","637.553","40","-","-","18","-","15"
"Oct 2012","34","Demi Lovato","Give Your Heart A Break","623.716","18","-","-","184","19","-"
"Oct 2012","35","Kanye West, Big Sean, Pusha T & 2 Chainz","Mercy","614.588","17","-","-","159","-","-"
"Oct 2012","36","Train","50 Ways To Say Goodbye","612.448","24","-","-","-","17","-"
"Oct 2012","37","Hunter Hayes","Wanted","610.907","16","-","-","-","28","-"
"Oct 2012","38","Carrie Underwood","Blown Away","606.957","20","-","-","-","27","-"
"Oct 2012","39","Ke$ha","Die Young","582.560","8","-","-","100","10","10"
"Oct 2012","40","Phil Phillips","Home","574.579","19","-","-","-","-","-"
"Oct 2012","41","The Script & will.i.am","Hall Of Fame","574.106","71","2","-","114","41","4"
"Oct 2012","42","One Direction","What Makes You Beautiful","565.228","31","62","-","108","35","-"
"Oct 2012","43","The Lumineers","Ho Hey","562.181","32","23","-","-","38","-"
"Oct 2012","44","Cher Lloyd & Astro","Want U Back","533.117","27","-","-","-","14","39"
"Oct 2012","45","Miguel","Adorn","526.022","26","-","-","187","-","-"
"Oct 2012","46","Of Monsters And Men","Little Talks","525.489","53","26","-","102","-","31"
"Oct 2012","47","2 Chainz","No Lie","501.899","25","-","-","-","-","-"
"Oct 2012","48","Jason Aldean","Take A Little Ride","477.755","32","-","-","-","-","-"
"Oct 2012","49","Enrique Iglesias","Finally Found You","476.153","24","-","-","-","11","33"
"Oct 2012","50","Florida Georgia Line","Cruise","471.914","34","-","-","-","45","-"
"Nov 2012","1","Psy","Gangnam Style","2148.716","2","5","1","1","1","1"
"Nov 2012","2","Rihanna","Diamonds","1957.221","2","4","1","3","1","6"
"Nov 2012","3","Maroon 5","One More Night","1730.298","1","8","-","9","2","27"
"Nov 2012","4","Adele","Skyfall","1371.573","13","4","3","1","3","41"
"Nov 2012","5","Bruno Mars","Locked Out Of Heaven","1322.250","6","2","7","17","3","4"
"Nov 2012","6","fun.","Some Nights","1315.395","3","23","-","37","6","29"
"Nov 2012","7","Taylor Swift","We Are Never Ever Getting Back Together","1247.225","4","9","-","75","4","15"
"Nov 2012","8","Flo-Rida","I Cry","1163.455","10","13","10","9","9","13"
"Nov 2012","9","Ke$ha","Die Young","1145.528","3","-","-","40","4","3"
"Nov 2012","10","Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","1139.679","8","22","-","22","11","13"
"Nov 2012","11","Owl City & Carly Rae Jepsen","Good Time","1041.526","10","30","-","11","7","25"
"Nov 2012","12","Alex Clare","Too Close","975.711","7","76","-","13","14","-"
"Nov 2012","13","Pink","Blow Me (One Last Kiss)","942.475","9","42","-","84","9","39"
"Nov 2012","14","Justin Bieber & Big Sean","As Long As You Love Me","877.048","6","87","-","172","12","-"
"Nov 2012","15","Swedish House Mafia & John Martin","Don't You Worry Child","865.622","48","2","-","44","13","1"
"Nov 2012","16","One Direction","Live While We're Young","856.168","21","19","-","22","13","14"
"Nov 2012","17","The Lumineers","Ho Hey","853.906","13","8","-","167","23","-"
"Nov 2012","18","Alicia Keys & Nicki Minaj","Girl On Fire","848.111","22","5","9","5","-","12"
"Nov 2012","19","Chris Brown","Don't Wake Me Up","845.573","10","-","-","24","22","-"
"Nov 2012","20","Carly Rae Jepsen","Call Me Maybe","834.654","23","50","-","15","29","50"
"Nov 2012","21","Gotye & Kimbra","Somebody That I Used To Know","768.322","22","59","-","41","34","-"
"Nov 2012","22","Ellie Goulding","Lights","760.529","14","-","-","34","15","-"
"Nov 2012","23","Kanye West, Jay-Z & Big Sean","Clique","758.404","15","32","-","73","-","-"
"Nov 2012","24","The Script & will.i.am","Hall Of Fame","738.467","46","15","-","89","25","5"
"Nov 2012","25","Justin Bieber & Nicki Minaj","Beauty & A Beat","712.235","38","16","-","57","15","12"
"Nov 2012","26","Mumford & Sons","I'll Wait","710.406","30","31","-","-","28","24"
"Nov 2012","27","Robbie Williams","Candy","709.914","-","1","3","14","-","-"
"Nov 2012","28","Maroon 5 & Wiz Khalifa","Payphone","677.820","29","43","-","56","30","-"
"Nov 2012","29","David Guetta & Sia","Titanium","676.614","28","39","-","69","16","-"
"Nov 2012","30","Phil Phillips","Home","664.812","13","-","-","-","42","-"
"Nov 2012","31","Flo-Rida","Whistle","634.396","17","67","-","97","43","-"
"Nov 2012","32","Train","50 Ways To Say Goodbye","623.966","20","-","-","-","20","-"
"Nov 2012","33","Florida Georgia Line","Cruise","603.219","18","-","-","-","38","-"
"Nov 2012","34","Miguel","Adorn","598.984","17","-","-","-","-","-"
"Nov 2012","35","Neon Trees","Everybody Talks","588.165","16","-","-","-","45","-"
"Nov 2012","36","Carrie Underwood","Blown Away","578.036","20","-","-","-","49","-"
"Nov 2012","37","Katy Perry","Wide Awake","569.123","25","-","-","104","23","-"
"Nov 2012","38","Enrique Iglesias","Finally Found You","561.250","31","-","-","-","19","33"
"Nov 2012","39","Ellie Goulding","Anything Could Happen","552.092","58","17","-","-","-","20"
"Nov 2012","40","Taylor Swift","I Knew You Were Trouble","549.987","3","47","-","-","2","8"
"Nov 2012","41","Kendrick Lamar","Swimming Pools (Drank)","533.482","20","-","-","59","-","-"
"Nov 2012","42","Muse","Madness","530.945","60","53","-","15","45","-"
"Nov 2012","43","Hunter Hayes","Wanted","529.966","23","-","-","-","27","-"
"Nov 2012","44","Christina Aguilera","Your Body","521.297","58","16","-","121","10","-"
"Nov 2012","45","Ed Sheeran","The 'A' Team","515.042","26","67","-","-","-","-"
"Nov 2012","46","Nicki Minaj","Pound The Alarm","511.865","35","69","-","88","20","-"
"Nov 2012","47","Pink","Try","507.239","69","30","5","34","18","6"
"Nov 2012","48","Imagine Dragons","It's Time","502.582","23","-","-","-","-","-"
"Nov 2012","49","David Guetta & Sia","She Wolf (Falling To Pieces)","481.373","-","14","10","5","-","18"
"Nov 2012","50","Demi Lovato","Give Your Heart A Break","476.241","31","-","-","-","28","-"
"Dec 2012","1","Rihanna","Diamonds","2375.433","1","3","1","3","1","10"
"Dec 2012","2","Bruno Mars","Locked Out Of Heaven","2033.332","1","2","8","6","1","5"
"Dec 2012","3","Psy","Gangnam Style","1888.685","5","3","2","1","3","2"
"Dec 2012","4","Ke$ha","Die Young","1565.104","2","7","-","14","4","3"
"Dec 2012","5","Adele","Skyfall","1415.583","21","16","3","1","5","24"
"Dec 2012","6","Maroon 5","One More Night","1400.861","2","18","-","13","3","44"
"Dec 2012","7","Pink","Try","1396.937","14","8","2","17","4","19"
"Dec 2012","8","Alicia Keys & Nicki Minaj","Girl On Fire","1394.815","11","5","4","8","19","17"
"Dec 2012","9","The Lumineers","Ho Hey","1237.560","3","11","-","97","9","18"
"Dec 2012","10","Flo-Rida","I Cry","1153.153","6","33","-","32","9","22"
"Dec 2012","11","fun.","Some Nights","1102.751","5","58","-","55","7","42"
"Dec 2012","12","Justin Bieber & Nicki Minaj","Beauty & A Beat","1097.032","7","24","-","36","4","12"
"Dec 2012","13","Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","1079.275","6","50","-","29","11","32"
"Dec 2012","14","Swedish House Mafia & John Martin","Don't You Worry Child","1049.838","12","11","-","-","10","1"
"Dec 2012","15","Taylor Swift","We Are Never Ever Getting Back Together","1032.608","9","24","-","53","8","23"
"Dec 2012","16","will.i.am & Britney Spears","Scream & Shout","995.142","12","2","10","2","2","2"
"Dec 2012","17","Taylor Swift","I Knew You Were Trouble","887.619","10","7","-","159","6","3"
"Dec 2012","18","Phil Phillips","Home","868.502","7","-","-","-","12","-"
"Dec 2012","19","The Script & will.i.am","Hall Of Fame","848.421","36","17","4","91","50","20"
"Dec 2012","20","Alex Clare","Too Close","800.122","11","-","-","44","30","-"
"Dec 2012","21","Pitbull","Don't Stop The Party","785.792","30","13","-","174","9","21"
"Dec 2012","22","Macklemore & Ryan Lewis","Thrift Shop","771.910","13","-","-","150","7","1"
"Dec 2012","23","Carly Rae Jepsen","Call Me Maybe","766.082","31","33","-","22","29","-"
"Dec 2012","24","One Direction","Little Things","751.096","41","3","-","175","20","9"
"Dec 2012","25","Mumford & Sons","I'll Wait","729.767","30","46","-","-","20","23"
"Dec 2012","26","Owl City & Carly Rae Jepsen","Good Time","725.187","23","46","-","33","21","33"
"Dec 2012","27","Chris Brown","Don't Wake Me Up","718.196","13","99","-","70","28","-"
"Dec 2012","28","Nicki Minaj","Va Va Voom","717.789","22","35","-","130","18","49"
"Dec 2012","29","Pink","Blow Me (One Last Kiss)","693.770","18","50","-","186","19","-"
"Dec 2012","30","Florida Georgia Line","Cruise","691.605","16","-","-","-","39","-"
"Dec 2012","31","Kendrick Lamar","Swimming Pools (Drank)","685.048","17","-","-","70","-","-"
"Dec 2012","32","Kanye West, Jay-Z & Big Sean","Clique","677.921","15","83","-","156","-","-"
"Dec 2012","33","Justin Bieber & Big Sean","As Long As You Love Me","663.992","14","-","-","-","18","-"
"Dec 2012","34","Gotye & Kimbra","Somebody That I Used To Know","655.778","36","55","-","48","44","-"
"Dec 2012","35","Calvin Harris & Florence Welch","Sweet Nothing","642.105","33","18","-","-","26","7"
"Dec 2012","36","Miguel","Adorn","611.768","17","-","-","-","-","-"
"Dec 2012","37","Ed Sheeran","The 'A' Team","600.704","17","-","-","-","-","-"
"Dec 2012","38","One Direction","Live While We're Young","597.860","55","32","-","50","48","41"
"Dec 2012","39","Ellie Goulding","Lights","594.884","27","-","-","57","37","-"
"Dec 2012","40","Imagine Dragons","It's Time","575.606","19","-","-","-","-","-"
"Dec 2012","41","Ellie Goulding","Anything Could Happen","541.769","47","28","-","-","40","30"
"Dec 2012","42","Of Monsters And Men","Little Talks","515.374","31","78","-","171","-","7"
"Dec 2012","43","Juicy J","Bandz A Make Her Dance","512.695","29","-","-","-","-","-"
"Dec 2012","44","Emeli Sande","Read All About It (Pt. III)","503.893","-","42","6","7","-","-"
"Dec 2012","45","Hunter Hayes","Wanted","496.649","34","-","-","-","41","-"
"Dec 2012","46","Muse","Madness","488.071","64","-","-","25","43","-"
"Dec 2012","47","Frank Ocean","Thinkin Bout You","486.256","32","-","-","-","-","-"
"Dec 2012","48","Kelly Clarkson","Catch My Breath","472.031","49","51","-","-","34","-"
"Dec 2012","49","Imagine Dragons","Radioactive","470.858","55","35","-","154","-","-"
"Dec 2012","50","ASAP Rocky, Drake & 2 Chainz","Fuckin' Problems","467.755","32","91","-","39","-","-"
"Jan 2013","1","Rihanna","Diamonds","2064.389","2","8","1","4","3","13"
"Jan 2013","2","will.i.am & Britney Spears","Scream & Shout","2043.682","6","1","1","1","1","2"
"Jan 2013","3","Bruno Mars","Locked Out Of Heaven","1995.312","1","4","-","4","1","5"
"Jan 2013","4","Psy","Gangnam Style","1797.034","6","3","1","1","5","3"
"Jan 2013","5","Taylor Swift","I Knew You Were Trouble","1512.272","2","2","-","112","2","4"
"Jan 2013","6","The Lumineers","Ho Hey","1444.637","3","13","-","34","5","4"
"Jan 2013","7","Pink","Try","1429.957","12","14","3","15","5","30"
"Jan 2013","8","Alicia Keys & Nicki Minaj","Girl On Fire","1334.274","13","19","4","7","27","32"
"Jan 2013","9","Ke$ha","Die Young","1286.357","4","13","-","12","7","19"
"Jan 2013","10","Justin Bieber & Nicki Minaj","Beauty & A Beat","1274.829","5","30","-","28","4","9"
"Jan 2013","11","Macklemore & Ryan Lewis","Thrift Shop","1229.382","2","24","-","4","3","1"
"Jan 2013","12","Swedish House Mafia & John Martin","Don't You Worry Child","1219.740","7","9","9","-","9","3"
"Jan 2013","13","Maroon 5","One More Night","1176.755","5","18","-","19","11","46"
"Jan 2013","14","The Script & will.i.am","Hall Of Fame","1106.087","26","17","2","75","44","23"
"Jan 2013","15","Flo-Rida","I Cry","1013.640","6","40","-","39","13","42"
"Jan 2013","16","Adele","Skyfall","956.649","62","18","7","2","18","38"
"Jan 2013","17","Pitbull","Don't Stop The Party","915.480","17","7","-","-","12","41"
"Jan 2013","18","fun.","Some Nights","898.989","9","64","-","69","15","39"
"Jan 2013","19","Taylor Swift","We Are Never Ever Getting Back Together","896.606","17","24","-","47","17","25"
"Jan 2013","20","Phil Phillips","Home","879.591","6","-","-","-","6","-"
"Jan 2013","21","Carly Rae Jepsen","Call Me Maybe","849.316","27","25","-","13","21","31"
"Jan 2013","22","Calvin Harris & Florence Welch","Sweet Nothing","832.663","20","18","-","165","21","25"
"Jan 2013","23","Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","804.119","11","63","-","62","16","-"
"Jan 2013","24","One Direction","Little Things","735.838","33","14","-","-","25","17"
"Jan 2013","25","ASAP Rocky, Drake & 2 Chainz","Fuckin' Problems","729.780","18","50","-","30","-","-"
"Jan 2013","26","Kanye West, Jay-Z & Big Sean","Clique","695.231","22","22","-","-","-","-"
"Jan 2013","27","Of Monsters And Men","Little Talks","676.178","27","73","-","183","-","8"
"Jan 2013","28","Mumford & Sons","I'll Wait","676.166","32","46","-","-","20","25"
"Jan 2013","29","Kendrick Lamar","Swimming Pools (Drank)","668.240","20","-","-","66","-","-"
"Jan 2013","30","Nicki Minaj","Va Va Voom","653.111","26","69","-","54","18","-"
"Jan 2013","31","Imagine Dragons","It's Time","652.898","15","-","-","-","44","-"
"Jan 2013","32","Ed Sheeran","The 'A' Team","638.575","16","-","-","-","-","-"
"Jan 2013","33","Gotye & Kimbra","Somebody That I Used To Know","634.219","42","45","-","42","-","-"
"Jan 2013","34","Alex Clare","Too Close","631.445","24","66","-","95","41","-"
"Jan 2013","35","Florida Georgia Line","Cruise","622.574","19","-","-","-","40","-"
"Jan 2013","36","One Direction","Live While We're Young","591.000","43","38","-","66","36","43"
"Jan 2013","37","Kelly Clarkson","Catch My Breath","555.899","23","-","-","-","26","-"
"Jan 2013","38","Hunter Hayes","Wanted","554.705","25","-","-","-","33","-"
"Jan 2013","39","Ellie Goulding","Anything Could Happen","541.351","47","28","-","-","37","-"
"Jan 2013","40","Imagine Dragons","Radioactive","535.052","41","38","-","154","-","-"
"Jan 2013","41","Maroon 5","Daylight","533.781","25","-","-","-","16","19"
"Jan 2013","42","2 Chainz","I'm Different","502.094","28","-","-","-","-","-"
"Jan 2013","43","Miguel","Adorn","501.365","23","-","-","-","-","-"
"Jan 2013","44","Olly Murs & Flo-Rida","Troublemaker","499.421","-","4","3","65","44","6"
"Jan 2013","45","The Band Perry","Better Dig Two","484.831","33","-","-","-","42","-"
"Jan 2013","46","Lil' Wayne","No Worries","484.387","29","-","-","-","-","-"
"Jan 2013","47","Ellie Goulding","Lights","482.837","43","-","-","78","-","-"
"Jan 2013","48","Juicy J","Bandz A Make Her Dance","463.552","35","-","-","-","-","-"
"Jan 2013","49","Justin Bieber & Big Sean","As Long As You Love Me","454.750","24","-","-","-","26","-"
"Jan 2013","50","Chris Brown","Don't Wake Me Up","448.251","29","99","-","35","-","-"
"Feb 2013","1","Macklemore & Ryan Lewis","Thrift Shop","2091.424","1","1","3","1","1","2"
"Feb 2013","2","will.i.am & Britney Spears","Scream & Shout","1939.185","3","2","1","1","1","2"
"Feb 2013","3","Bruno Mars","Locked Out Of Heaven","1548.309","1","14","-","4","4","15"
"Feb 2013","4","The Lumineers","Ho Hey","1409.008","3","15","-","11","2","3"
"Feb 2013","5","Taylor Swift","I Knew You Were Trouble","1313.015","4","3","-","33","2","9"
"Feb 2013","6","Rihanna","Diamonds","1276.675","5","17","9","7","8","26"
"Feb 2013","7","Swedish House Mafia & John Martin","Don't You Worry Child","1201.162","6","21","9","121","9","12"
"Feb 2013","8","Psy","Gangnam Style","1117.907","22","16","7","3","17","23"
"Feb 2013","9","Justin Timberlake & Jay-Z","Suit & Tie","1086.652","4","12","-","8","3","9"
"Feb 2013","10","Pink","Try","1075.074","9","30","-","15","5","45"
"Feb 2013","11","Justin Bieber & Nicki Minaj","Beauty & A Beat","1042.197","7","33","-","29","10","18"
"Feb 2013","12","The Script & will.i.am","Hall Of Fame","990.080","25","46","2","60","-","43"
"Feb 2013","13","Alicia Keys & Nicki Minaj","Girl On Fire","989.269","12","34","-","12","12","48"
"Feb 2013","14","Olly Murs & Flo-Rida","Troublemaker","892.146","49","18","2","65","15","10"
"Feb 2013","15","Calvin Harris & Florence Welch","Sweet Nothing","846.084","10","45","-","148","17","31"
"Feb 2013","16","Maroon 5","One More Night","822.939","11","48","-","37","11","-"
